<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.02.22	01:17:00	1.08216	1.08217	1.08213	1.08213	10	0	3
2024.02.22	01:18:00	1.08214	1.08219	1.08214	1.08219	20	0	4
2024.02.22	01:19:00	1.08218	1.08224	1.08218	1.08222	21	0	4
2024.02.22	01:20:00	1.08220	1.08222	1.08214	1.08217	25	0	4
2024.02.22	01:21:00	1.08216	1.08217	1.08212	1.08213	16	0	4
2024.02.22	01:22:00	1.08213	1.08216	1.08213	1.08216	3	0	4
2024.02.22	01:23:00	1.08215	1.08217	1.08211	1.08217	15	0	4
2024.02.22	01:24:00	1.08215	1.08217	1.08215	1.08217	5	0	4
2024.02.22	01:25:00	1.08216	1.08218	1.08212	1.08216	11	0	4
2024.02.22	01:26:00	1.08216	1.08216	1.08212	1.08212	3	0	4
2024.02.22	01:27:00	1.08212	1.08215	1.08212	1.08215	14	0	4
2024.02.22	01:28:00	1.08214	1.08216	1.08213	1.08216	14	0	4
2024.02.22	01:29:00	1.08217	1.08217	1.08215	1.08215	5	0	4
2024.02.22	01:30:00	1.08215	1.08218	1.08211	1.08211	38	0	4
2024.02.22	01:31:00	1.08212	1.08213	1.08211	1.08213	14	0	4
2024.02.22	01:32:00	1.08213	1.08215	1.08211	1.08211	7	0	4
2024.02.22	01:33:00	1.08211	1.08212	1.08209	1.08209	15	0	4
2024.02.22	01:34:00	1.08209	1.08211	1.08207	1.08207	21	0	4
2024.02.22	01:35:00	1.08207	1.08208	1.08201	1.08206	26	0	4
2024.02.22	01:36:00	1.08207	1.08209	1.08204	1.08206	24	0	4
2024.02.22	01:37:00	1.08206	1.08206	1.08197	1.08198	22	0	4
2024.02.22	01:38:00	1.08198	1.08202	1.08198	1.08201	5	0	4
2024.02.22	01:39:00	1.08201	1.08202	1.08197	1.08199	12	0	3
2024.02.22	01:40:00	1.08199	1.08202	1.08197	1.08197	14	0	3
2024.02.22	01:41:00	1.08198	1.08201	1.08197	1.08201	12	0	4
2024.02.22	01:42:00	1.08201	1.08201	1.08197	1.08198	11	0	4
2024.02.22	01:43:00	1.08197	1.08201	1.08197	1.08200	12	0	4
2024.02.22	01:44:00	1.08201	1.08203	1.08200	1.08200	7	0	4
2024.02.22	01:45:00	1.08201	1.08203	1.08200	1.08203	13	0	4
2024.02.22	01:46:00	1.08203	1.08205	1.08198	1.08200	14	0	4
2024.02.22	01:47:00	1.08200	1.08205	1.08199	1.08201	23	0	4
2024.02.22	01:48:00	1.08201	1.08201	1.08196	1.08196	33	0	4
2024.02.22	01:49:00	1.08197	1.08199	1.08190	1.08191	22	0	4
2024.02.22	01:50:00	1.08190	1.08193	1.08189	1.08190	15	0	4
2024.02.22	01:51:00	1.08190	1.08192	1.08185	1.08191	26	0	4
2024.02.22	01:52:00	1.08190	1.08191	1.08186	1.08188	18	0	4
2024.02.22	01:53:00	1.08188	1.08188	1.08186	1.08187	6	0	4
2024.02.22	01:54:00	1.08188	1.08191	1.08186	1.08190	17	0	4
2024.02.22	01:55:00	1.08193	1.08200	1.08191	1.08197	26	0	4
2024.02.22	01:56:00	1.08197	1.08197	1.08191	1.08196	23	0	4
2024.02.22	01:57:00	1.08195	1.08201	1.08191	1.08197	29	0	4
2024.02.22	01:58:00	1.08197	1.08208	1.08197	1.08201	32	0	4
2024.02.22	01:59:00	1.08202	1.08205	1.08200	1.08201	11	0	4
2024.02.22	02:00:00	1.08201	1.08203	1.08198	1.08201	42	0	4
2024.02.22	02:01:00	1.08202	1.08221	1.08202	1.08218	43	0	4
2024.02.22	02:02:00	1.08218	1.08218	1.08207	1.08207	23	0	4
2024.02.22	02:03:00	1.08207	1.08209	1.08201	1.08201	23	0	4
2024.02.22	02:04:00	1.08203	1.08206	1.08199	1.08200	23	0	4
2024.02.22	02:05:00	1.08200	1.08203	1.08198	1.08202	14	0	4
2024.02.22	02:06:00	1.08202	1.08209	1.08202	1.08208	28	0	4
2024.02.22	02:07:00	1.08209	1.08219	1.08208	1.08216	25	0	4
2024.02.22	02:08:00	1.08215	1.08223	1.08215	1.08221	27	0	4
2024.02.22	02:09:00	1.08222	1.08224	1.08219	1.08222	8	0	1
2024.02.22	02:10:00	1.08221	1.08223	1.08219	1.08223	22	0	4
2024.02.22	02:11:00	1.08223	1.08228	1.08223	1.08225	11	0	4
2024.02.22	02:12:00	1.08224	1.08224	1.08220	1.08221	14	0	4
2024.02.22	02:13:00	1.08221	1.08226	1.08221	1.08226	10	0	4
2024.02.22	02:14:00	1.08225	1.08243	1.08225	1.08242	51	0	4
2024.02.22	02:15:00	1.08242	1.08246	1.08230	1.08237	69	0	4
2024.02.22	02:16:00	1.08239	1.08243	1.08234	1.08236	37	0	4
2024.02.22	02:17:00	1.08236	1.08243	1.08234	1.08243	34	0	4
2024.02.22	02:18:00	1.08242	1.08248	1.08239	1.08246	52	0	4
2024.02.22	02:19:00	1.08246	1.08258	1.08243	1.08256	84	0	4
2024.02.22	02:20:00	1.08256	1.08259	1.08250	1.08253	53	0	4
2024.02.22	02:21:00	1.08254	1.08266	1.08253	1.08263	98	0	4
2024.02.22	02:22:00	1.08264	1.08269	1.08262	1.08263	47	0	4
2024.02.22	02:23:00	1.08263	1.08266	1.08253	1.08259	56	0	4
2024.02.22	02:24:00	1.08258	1.08260	1.08254	1.08258	159	0	4
2024.02.22	02:25:00	1.08258	1.08261	1.08255	1.08257	54	0	4
2024.02.22	02:26:00	1.08258	1.08261	1.08255	1.08261	17	0	4
2024.02.22	02:27:00	1.08262	1.08274	1.08258	1.08272	38	0	4
2024.02.22	02:28:00	1.08272	1.08272	1.08263	1.08267	30	0	4
2024.02.22	02:29:00	1.08267	1.08268	1.08264	1.08267	7	0	0
2024.02.22	02:30:00	1.08267	1.08279	1.08261	1.08261	55	0	4
2024.02.22	02:31:00	1.08262	1.08267	1.08260	1.08267	27	0	4
2024.02.22	02:32:00	1.08267	1.08277	1.08265	1.08275	22	0	4
2024.02.22	02:33:00	1.08275	1.08282	1.08273	1.08280	49	0	4
2024.02.22	02:34:00	1.08280	1.08284	1.08275	1.08282	44	0	4
2024.02.22	02:35:00	1.08281	1.08282	1.08276	1.08277	14	0	4
2024.02.22	02:36:00	1.08277	1.08280	1.08275	1.08278	22	0	4
2024.02.22	02:37:00	1.08278	1.08281	1.08276	1.08278	30	0	4
2024.02.22	02:38:00	1.08278	1.08298	1.08275	1.08296	78	0	4
2024.02.22	02:39:00	1.08293	1.08298	1.08291	1.08296	63	0	4
2024.02.22	02:40:00	1.08298	1.08303	1.08294	1.08296	45	0	4
2024.02.22	02:41:00	1.08295	1.08295	1.08284	1.08289	44	0	4
2024.02.22	02:42:00	1.08290	1.08291	1.08287	1.08291	31	0	4
2024.02.22	02:43:00	1.08290	1.08301	1.08289	1.08297	45	0	4
2024.02.22	02:44:00	1.08297	1.08307	1.08295	1.08299	26	0	4
2024.02.22	02:45:00	1.08299	1.08306	1.08299	1.08305	71	0	4
2024.02.22	02:46:00	1.08303	1.08310	1.08300	1.08307	65	0	4
2024.02.22	02:47:00	1.08305	1.08315	1.08304	1.08312	83	0	4
2024.02.22	02:48:00	1.08313	1.08318	1.08309	1.08312	84	0	4
2024.02.22	02:49:00	1.08310	1.08315	1.08302	1.08306	54	0	4
2024.02.22	02:50:00	1.08305	1.08314	1.08303	1.08310	85	0	4
2024.02.22	02:51:00	1.08311	1.08315	1.08305	1.08307	53	0	4
2024.02.22	02:52:00	1.08307	1.08312	1.08302	1.08308	53	0	4
2024.02.22	02:53:00	1.08307	1.08311	1.08305	1.08310	62	0	4
2024.02.22	02:54:00	1.08308	1.08318	1.08304	1.08306	203	0	4
2024.02.22	02:55:00	1.08305	1.08309	1.08300	1.08300	78	0	4
2024.02.22	02:56:00	1.08302	1.08307	1.08289	1.08299	93	0	4
2024.02.22	02:57:00	1.08297	1.08301	1.08296	1.08297	35	0	4
2024.02.22	02:58:00	1.08298	1.08303	1.08297	1.08301	35	0	4
2024.02.22	02:59:00	1.08302	1.08306	1.08298	1.08300	32	0	4
2024.02.22	03:00:00	1.08302	1.08307	1.08294	1.08296	80	0	4
2024.02.22	03:01:00	1.08297	1.08300	1.08291	1.08300	53	0	4
2024.02.22	03:02:00	1.08300	1.08300	1.08292	1.08295	64	0	4
2024.02.22	03:03:00	1.08296	1.08296	1.08284	1.08291	65	0	4
2024.02.22	03:04:00	1.08290	1.08293	1.08284	1.08284	41	0	4
2024.02.22	03:05:00	1.08283	1.08288	1.08280	1.08281	60	0	4
2024.02.22	03:06:00	1.08281	1.08284	1.08268	1.08273	75	0	4
2024.02.22	03:07:00	1.08273	1.08282	1.08269	1.08275	46	0	4
2024.02.22	03:08:00	1.08273	1.08277	1.08269	1.08276	33	0	4
2024.02.22	03:09:00	1.08276	1.08281	1.08276	1.08277	23	0	4
2024.02.22	03:10:00	1.08276	1.08281	1.08274	1.08276	39	0	4
2024.02.22	03:11:00	1.08275	1.08278	1.08272	1.08273	23	0	4
2024.02.22	03:12:00	1.08274	1.08277	1.08272	1.08276	41	0	4
2024.02.22	03:13:00	1.08276	1.08282	1.08276	1.08278	37	0	4
2024.02.22	03:14:00	1.08280	1.08281	1.08275	1.08281	28	0	4
2024.02.22	03:15:00	1.08281	1.08288	1.08278	1.08286	76	0	4
2024.02.22	03:16:00	1.08286	1.08290	1.08281	1.08282	49	0	4
2024.02.22	03:17:00	1.08281	1.08283	1.08277	1.08282	36	0	4
2024.02.22	03:18:00	1.08282	1.08287	1.08282	1.08286	18	0	4
2024.02.22	03:19:00	1.08286	1.08291	1.08286	1.08290	20	0	4
2024.02.22	03:20:00	1.08288	1.08293	1.08281	1.08282	34	0	4
2024.02.22	03:21:00	1.08280	1.08282	1.08274	1.08280	41	0	4
2024.02.22	03:22:00	1.08279	1.08281	1.08270	1.08274	65	0	4
2024.02.22	03:23:00	1.08274	1.08274	1.08266	1.08272	61	0	4
2024.02.22	03:24:00	1.08272	1.08275	1.08268	1.08270	31	0	4
2024.02.22	03:25:00	1.08270	1.08283	1.08269	1.08281	52	0	4
2024.02.22	03:26:00	1.08280	1.08280	1.08276	1.08277	34	0	4
2024.02.22	03:27:00	1.08277	1.08282	1.08276	1.08278	38	0	4
2024.02.22	03:28:00	1.08278	1.08281	1.08278	1.08280	24	0	4
2024.02.22	03:29:00	1.08280	1.08282	1.08276	1.08281	23	0	4
2024.02.22	03:30:00	1.08282	1.08293	1.08282	1.08286	52	0	4
2024.02.22	03:31:00	1.08286	1.08294	1.08284	1.08292	29	0	4
2024.02.22	03:32:00	1.08292	1.08299	1.08290	1.08297	42	0	4
2024.02.22	03:33:00	1.08296	1.08303	1.08295	1.08301	23	0	4
2024.02.22	03:34:00	1.08300	1.08300	1.08294	1.08297	48	0	4
2024.02.22	03:35:00	1.08297	1.08297	1.08289	1.08292	71	0	4
2024.02.22	03:36:00	1.08291	1.08294	1.08287	1.08288	40	0	4
2024.02.22	03:37:00	1.08288	1.08289	1.08282	1.08286	43	0	4
2024.02.22	03:38:00	1.08286	1.08286	1.08273	1.08277	56	0	4
2024.02.22	03:39:00	1.08277	1.08282	1.08277	1.08280	40	0	4
2024.02.22	03:40:00	1.08281	1.08283	1.08278	1.08280	43	0	4
2024.02.22	03:41:00	1.08278	1.08282	1.08276	1.08282	39	0	4
2024.02.22	03:42:00	1.08281	1.08282	1.08277	1.08282	42	0	4
2024.02.22	03:43:00	1.08281	1.08281	1.08274	1.08280	34	0	4
2024.02.22	03:44:00	1.08280	1.08285	1.08278	1.08282	29	0	4
2024.02.22	03:45:00	1.08282	1.08284	1.08279	1.08281	21	0	4
2024.02.22	03:46:00	1.08282	1.08286	1.08282	1.08286	29	0	4
2024.02.22	03:47:00	1.08285	1.08287	1.08281	1.08285	23	0	4
2024.02.22	03:48:00	1.08286	1.08290	1.08286	1.08287	28	0	4
2024.02.22	03:49:00	1.08288	1.08288	1.08284	1.08286	13	0	4
2024.02.22	03:50:00	1.08287	1.08290	1.08281	1.08281	34	0	4
2024.02.22	03:51:00	1.08281	1.08285	1.08276	1.08277	30	0	4
2024.02.22	03:52:00	1.08277	1.08283	1.08275	1.08281	16	0	4
2024.02.22	03:53:00	1.08282	1.08282	1.08277	1.08279	40	0	4
2024.02.22	03:54:00	1.08280	1.08280	1.08276	1.08279	35	0	4
2024.02.22	03:55:00	1.08280	1.08280	1.08272	1.08275	31	0	4
2024.02.22	03:56:00	1.08274	1.08275	1.08269	1.08274	32	0	4
2024.02.22	03:57:00	1.08274	1.08280	1.08274	1.08274	25	0	4
2024.02.22	03:58:00	1.08274	1.08280	1.08266	1.08267	89	0	4
2024.02.22	03:59:00	1.08269	1.08273	1.08263	1.08267	80	0	4
2024.02.22	04:00:00	1.08265	1.08267	1.08252	1.08256	102	0	4
2024.02.22	04:01:00	1.08256	1.08262	1.08253	1.08260	91	0	4
2024.02.22	04:02:00	1.08260	1.08268	1.08259	1.08264	62	0	4
2024.02.22	04:03:00	1.08264	1.08266	1.08260	1.08261	24	0	4
2024.02.22	04:04:00	1.08262	1.08270	1.08262	1.08266	30	0	4
2024.02.22	04:05:00	1.08267	1.08269	1.08264	1.08266	40	0	4
2024.02.22	04:06:00	1.08267	1.08270	1.08260	1.08264	53	0	4
2024.02.22	04:07:00	1.08266	1.08266	1.08232	1.08236	113	0	4
2024.02.22	04:08:00	1.08236	1.08243	1.08232	1.08241	66	0	4
2024.02.22	04:09:00	1.08240	1.08241	1.08232	1.08239	49	0	4
2024.02.22	04:10:00	1.08239	1.08241	1.08224	1.08226	61	0	4
2024.02.22	04:11:00	1.08224	1.08230	1.08200	1.08206	132	0	4
2024.02.22	04:12:00	1.08204	1.08214	1.08199	1.08201	111	0	4
2024.02.22	04:13:00	1.08198	1.08206	1.08198	1.08203	59	0	4
2024.02.22	04:14:00	1.08204	1.08206	1.08192	1.08195	74	0	4
2024.02.22	04:15:00	1.08197	1.08201	1.08188	1.08196	89	0	4
2024.02.22	04:16:00	1.08195	1.08207	1.08194	1.08205	64	0	4
2024.02.22	04:17:00	1.08205	1.08214	1.08198	1.08200	73	0	4
2024.02.22	04:18:00	1.08201	1.08210	1.08197	1.08210	57	0	4
2024.02.22	04:19:00	1.08208	1.08216	1.08207	1.08214	77	0	4
2024.02.22	04:20:00	1.08215	1.08218	1.08211	1.08215	81	0	4
2024.02.22	04:21:00	1.08215	1.08218	1.08207	1.08207	53	0	4
2024.02.22	04:22:00	1.08208	1.08214	1.08204	1.08211	57	0	4
2024.02.22	04:23:00	1.08212	1.08214	1.08208	1.08213	52	0	4
2024.02.22	04:24:00	1.08213	1.08216	1.08211	1.08215	35	0	4
2024.02.22	04:25:00	1.08215	1.08218	1.08209	1.08213	57	0	4
2024.02.22	04:26:00	1.08211	1.08215	1.08209	1.08213	33	0	4
2024.02.22	04:27:00	1.08214	1.08222	1.08212	1.08221	60	0	4
2024.02.22	04:28:00	1.08221	1.08227	1.08220	1.08224	48	0	4
2024.02.22	04:29:00	1.08224	1.08224	1.08217	1.08217	22	0	4
2024.02.22	04:30:00	1.08218	1.08219	1.08208	1.08210	46	0	4
2024.02.22	04:31:00	1.08209	1.08212	1.08203	1.08211	47	0	4
2024.02.22	04:32:00	1.08211	1.08219	1.08210	1.08219	21	0	4
2024.02.22	04:33:00	1.08220	1.08224	1.08219	1.08224	26	0	4
2024.02.22	04:34:00	1.08226	1.08227	1.08222	1.08224	37	0	4
2024.02.22	04:35:00	1.08224	1.08225	1.08219	1.08224	37	0	4
2024.02.22	04:36:00	1.08224	1.08227	1.08222	1.08224	28	0	4
2024.02.22	04:37:00	1.08224	1.08230	1.08222	1.08227	35	0	4
2024.02.22	04:38:00	1.08227	1.08236	1.08224	1.08233	36	0	4
2024.02.22	04:39:00	1.08232	1.08233	1.08227	1.08229	34	0	4
2024.02.22	04:40:00	1.08230	1.08234	1.08228	1.08232	32	0	4
2024.02.22	04:41:00	1.08232	1.08232	1.08225	1.08229	53	0	4
2024.02.22	04:42:00	1.08230	1.08243	1.08229	1.08240	62	0	4
2024.02.22	04:43:00	1.08240	1.08242	1.08237	1.08240	20	0	4
2024.02.22	04:44:00	1.08239	1.08242	1.08237	1.08239	38	0	4
2024.02.22	04:45:00	1.08238	1.08240	1.08234	1.08239	40	0	4
2024.02.22	04:46:00	1.08240	1.08250	1.08239	1.08249	39	0	4
2024.02.22	04:47:00	1.08249	1.08262	1.08247	1.08257	99	0	4
2024.02.22	04:48:00	1.08256	1.08256	1.08249	1.08252	61	0	4
2024.02.22	04:49:00	1.08252	1.08254	1.08240	1.08245	33	0	4
2024.02.22	04:50:00	1.08242	1.08247	1.08242	1.08245	29	0	4
2024.02.22	04:51:00	1.08244	1.08249	1.08242	1.08247	20	0	4
2024.02.22	04:52:00	1.08247	1.08254	1.08247	1.08250	28	0	4
2024.02.22	04:53:00	1.08250	1.08256	1.08248	1.08254	33	0	4
2024.02.22	04:54:00	1.08256	1.08262	1.08254	1.08260	42	0	4
2024.02.22	04:55:00	1.08258	1.08263	1.08256	1.08259	58	0	4
2024.02.22	04:56:00	1.08258	1.08259	1.08254	1.08257	50	0	4
2024.02.22	04:57:00	1.08258	1.08260	1.08256	1.08258	18	0	4
2024.02.22	04:58:00	1.08258	1.08261	1.08255	1.08261	37	0	4
2024.02.22	04:59:00	1.08259	1.08262	1.08255	1.08259	38	0	4
2024.02.22	05:00:00	1.08260	1.08264	1.08256	1.08257	57	0	4
2024.02.22	05:01:00	1.08258	1.08261	1.08256	1.08257	14	0	4
2024.02.22	05:02:00	1.08257	1.08260	1.08257	1.08259	11	0	4
2024.02.22	05:03:00	1.08259	1.08259	1.08255	1.08259	25	0	4
2024.02.22	05:04:00	1.08259	1.08261	1.08257	1.08259	5	0	0
2024.02.22	05:05:00	1.08259	1.08261	1.08253	1.08255	38	0	4
2024.02.22	05:06:00	1.08256	1.08265	1.08249	1.08261	35	0	4
2024.02.22	05:07:00	1.08261	1.08272	1.08260	1.08269	41	0	4
2024.02.22	05:08:00	1.08269	1.08272	1.08262	1.08263	35	0	4
2024.02.22	05:09:00	1.08263	1.08263	1.08258	1.08263	29	0	4
2024.02.22	05:10:00	1.08261	1.08261	1.08256	1.08256	10	0	4
2024.02.22	05:11:00	1.08257	1.08261	1.08257	1.08259	25	0	4
2024.02.22	05:12:00	1.08259	1.08264	1.08258	1.08264	14	0	4
2024.02.22	05:13:00	1.08263	1.08268	1.08263	1.08265	16	0	4
2024.02.22	05:14:00	1.08265	1.08268	1.08263	1.08265	16	0	4
2024.02.22	05:15:00	1.08265	1.08267	1.08262	1.08264	25	0	4
2024.02.22	05:16:00	1.08264	1.08265	1.08254	1.08257	25	0	4
2024.02.22	05:17:00	1.08256	1.08256	1.08254	1.08255	8	0	4
2024.02.22	05:18:00	1.08256	1.08260	1.08254	1.08254	38	0	4
2024.02.22	05:19:00	1.08255	1.08257	1.08252	1.08255	36	0	4
2024.02.22	05:20:00	1.08255	1.08255	1.08249	1.08251	15	0	4
2024.02.22	05:21:00	1.08249	1.08250	1.08232	1.08240	58	0	4
2024.02.22	05:22:00	1.08241	1.08245	1.08237	1.08243	33	0	4
2024.02.22	05:23:00	1.08242	1.08253	1.08240	1.08252	28	0	4
2024.02.22	05:24:00	1.08251	1.08255	1.08250	1.08253	31	0	4
2024.02.22	05:25:00	1.08252	1.08254	1.08249	1.08251	21	0	4
2024.02.22	05:26:00	1.08251	1.08252	1.08250	1.08252	4	0	4
2024.02.22	05:27:00	1.08253	1.08255	1.08247	1.08251	17	0	4
2024.02.22	05:28:00	1.08251	1.08252	1.08242	1.08243	19	0	4
2024.02.22	05:29:00	1.08243	1.08246	1.08242	1.08246	14	0	4
2024.02.22	05:30:00	1.08244	1.08247	1.08241	1.08247	37	0	4
2024.02.22	05:31:00	1.08246	1.08246	1.08241	1.08245	21	0	4
2024.02.22	05:32:00	1.08245	1.08250	1.08243	1.08246	29	0	4
2024.02.22	05:33:00	1.08246	1.08249	1.08243	1.08247	21	0	1
2024.02.22	05:34:00	1.08246	1.08246	1.08240	1.08246	18	0	4
2024.02.22	05:35:00	1.08246	1.08246	1.08241	1.08242	18	0	4
2024.02.22	05:36:00	1.08242	1.08244	1.08239	1.08242	36	0	4
2024.02.22	05:37:00	1.08241	1.08242	1.08238	1.08241	20	0	4
2024.02.22	05:38:00	1.08240	1.08240	1.08234	1.08236	36	0	4
2024.02.22	05:39:00	1.08237	1.08240	1.08235	1.08236	37	0	4
2024.02.22	05:40:00	1.08237	1.08241	1.08234	1.08236	27	0	4
2024.02.22	05:41:00	1.08236	1.08239	1.08236	1.08236	21	0	4
2024.02.22	05:42:00	1.08236	1.08239	1.08236	1.08238	11	0	4
2024.02.22	05:43:00	1.08237	1.08237	1.08229	1.08231	41	0	4
2024.02.22	05:44:00	1.08232	1.08234	1.08231	1.08233	29	0	4
2024.02.22	05:45:00	1.08233	1.08237	1.08229	1.08231	23	0	4
2024.02.22	05:46:00	1.08232	1.08242	1.08229	1.08236	53	0	4
2024.02.22	05:47:00	1.08237	1.08243	1.08234	1.08241	25	0	4
2024.02.22	05:48:00	1.08241	1.08242	1.08238	1.08241	8	0	4
2024.02.22	05:49:00	1.08240	1.08240	1.08236	1.08236	38	0	4
2024.02.22	05:50:00	1.08237	1.08242	1.08234	1.08241	17	0	4
2024.02.22	05:51:00	1.08243	1.08248	1.08241	1.08245	43	0	0
2024.02.22	05:52:00	1.08247	1.08250	1.08243	1.08248	54	0	4
2024.02.22	05:53:00	1.08249	1.08250	1.08246	1.08248	18	0	4
2024.02.22	05:54:00	1.08248	1.08253	1.08248	1.08248	20	0	4
2024.02.22	05:55:00	1.08248	1.08254	1.08245	1.08252	19	0	4
2024.02.22	05:56:00	1.08249	1.08254	1.08247	1.08250	29	0	0
2024.02.22	05:57:00	1.08250	1.08252	1.08250	1.08252	12	0	4
2024.02.22	05:58:00	1.08252	1.08257	1.08252	1.08256	17	0	4
2024.02.22	05:59:00	1.08255	1.08259	1.08253	1.08257	19	0	4
2024.02.22	06:00:00	1.08254	1.08260	1.08251	1.08257	20	0	4
2024.02.22	06:01:00	1.08257	1.08265	1.08257	1.08263	19	0	4
2024.02.22	06:02:00	1.08265	1.08265	1.08260	1.08262	24	0	0
2024.02.22	06:03:00	1.08267	1.08270	1.08263	1.08267	32	0	0
2024.02.22	06:04:00	1.08268	1.08274	1.08264	1.08271	59	0	4
2024.02.22	06:05:00	1.08271	1.08273	1.08264	1.08270	23	0	4
2024.02.22	06:06:00	1.08269	1.08269	1.08259	1.08261	10	0	4
2024.02.22	06:07:00	1.08262	1.08262	1.08249	1.08253	25	0	4
2024.02.22	06:08:00	1.08253	1.08262	1.08251	1.08262	29	0	4
2024.02.22	06:09:00	1.08261	1.08261	1.08257	1.08261	32	0	4
2024.02.22	06:10:00	1.08260	1.08263	1.08256	1.08261	30	0	4
2024.02.22	06:11:00	1.08262	1.08271	1.08262	1.08269	30	0	4
2024.02.22	06:12:00	1.08270	1.08274	1.08268	1.08271	13	0	4
2024.02.22	06:13:00	1.08271	1.08272	1.08266	1.08267	29	0	4
2024.02.22	06:14:00	1.08267	1.08268	1.08266	1.08268	7	0	4
2024.02.22	06:15:00	1.08268	1.08273	1.08267	1.08267	25	0	4
2024.02.22	06:16:00	1.08268	1.08271	1.08266	1.08268	12	0	4
2024.02.22	06:17:00	1.08268	1.08272	1.08267	1.08268	19	0	4
2024.02.22	06:18:00	1.08268	1.08271	1.08267	1.08271	10	0	4
2024.02.22	06:19:00	1.08271	1.08272	1.08268	1.08270	24	0	4
2024.02.22	06:20:00	1.08271	1.08271	1.08266	1.08269	28	0	4
2024.02.22	06:21:00	1.08269	1.08272	1.08266	1.08271	20	0	4
2024.02.22	06:22:00	1.08270	1.08273	1.08269	1.08270	21	0	4
2024.02.22	06:23:00	1.08269	1.08269	1.08265	1.08266	15	0	4
2024.02.22	06:24:00	1.08266	1.08271	1.08266	1.08271	22	0	4
2024.02.22	06:25:00	1.08270	1.08277	1.08268	1.08274	38	0	4
2024.02.22	06:26:00	1.08273	1.08277	1.08271	1.08277	14	0	4
2024.02.22	06:27:00	1.08276	1.08280	1.08272	1.08277	31	0	4
2024.02.22	06:28:00	1.08277	1.08289	1.08277	1.08287	63	0	4
2024.02.22	06:29:00	1.08287	1.08291	1.08285	1.08287	25	0	4
2024.02.22	06:30:00	1.08288	1.08290	1.08282	1.08283	41	0	4
2024.02.22	06:31:00	1.08283	1.08284	1.08279	1.08283	25	0	4
2024.02.22	06:32:00	1.08282	1.08284	1.08279	1.08281	18	0	4
2024.02.22	06:33:00	1.08282	1.08289	1.08280	1.08286	38	0	4
2024.02.22	06:34:00	1.08285	1.08285	1.08280	1.08282	33	0	4
2024.02.22	06:35:00	1.08281	1.08283	1.08279	1.08282	36	0	4
2024.02.22	06:36:00	1.08282	1.08284	1.08280	1.08281	36	0	4
2024.02.22	06:37:00	1.08280	1.08283	1.08279	1.08282	18	0	4
2024.02.22	06:38:00	1.08282	1.08283	1.08277	1.08279	21	0	4
2024.02.22	06:39:00	1.08281	1.08282	1.08276	1.08282	28	0	4
2024.02.22	06:40:00	1.08281	1.08284	1.08279	1.08282	22	0	4
2024.02.22	06:41:00	1.08282	1.08285	1.08279	1.08284	32	0	4
2024.02.22	06:42:00	1.08284	1.08287	1.08282	1.08285	19	0	1
2024.02.22	06:43:00	1.08285	1.08287	1.08282	1.08286	24	0	1
2024.02.22	06:44:00	1.08286	1.08297	1.08286	1.08293	54	0	4
2024.02.22	06:45:00	1.08293	1.08295	1.08289	1.08291	38	0	4
2024.02.22	06:46:00	1.08292	1.08292	1.08287	1.08290	37	0	4
2024.02.22	06:47:00	1.08288	1.08296	1.08288	1.08294	33	0	4
2024.02.22	06:48:00	1.08293	1.08302	1.08292	1.08296	74	0	4
2024.02.22	06:49:00	1.08296	1.08298	1.08288	1.08290	41	0	4
2024.02.22	06:50:00	1.08291	1.08293	1.08288	1.08290	26	0	4
2024.02.22	06:51:00	1.08290	1.08294	1.08289	1.08294	13	0	4
2024.02.22	06:52:00	1.08292	1.08293	1.08289	1.08291	8	0	4
2024.02.22	06:53:00	1.08289	1.08291	1.08289	1.08291	19	0	4
2024.02.22	06:54:00	1.08291	1.08297	1.08291	1.08292	30	0	4
2024.02.22	06:55:00	1.08292	1.08295	1.08289	1.08295	27	0	4
2024.02.22	06:56:00	1.08294	1.08307	1.08294	1.08304	61	0	4
2024.02.22	06:57:00	1.08306	1.08309	1.08302	1.08307	53	0	4
2024.02.22	06:58:00	1.08307	1.08309	1.08303	1.08305	46	0	4
2024.02.22	06:59:00	1.08303	1.08304	1.08299	1.08302	19	0	0
2024.02.22	07:00:00	1.08301	1.08305	1.08293	1.08297	45	0	4
2024.02.22	07:01:00	1.08297	1.08299	1.08294	1.08295	21	0	4
2024.02.22	07:02:00	1.08297	1.08300	1.08295	1.08300	14	0	4
2024.02.22	07:03:00	1.08300	1.08307	1.08299	1.08305	45	0	4
2024.02.22	07:04:00	1.08304	1.08309	1.08303	1.08306	26	0	4
2024.02.22	07:05:00	1.08306	1.08307	1.08304	1.08306	21	0	4
2024.02.22	07:06:00	1.08306	1.08309	1.08304	1.08306	49	0	4
2024.02.22	07:07:00	1.08305	1.08312	1.08304	1.08309	40	0	4
2024.02.22	07:08:00	1.08309	1.08314	1.08305	1.08307	47	0	4
2024.02.22	07:09:00	1.08304	1.08309	1.08304	1.08307	16	0	4
2024.02.22	07:10:00	1.08304	1.08311	1.08304	1.08310	27	0	4
2024.02.22	07:11:00	1.08308	1.08313	1.08308	1.08312	33	0	4
2024.02.22	07:12:00	1.08312	1.08322	1.08311	1.08317	92	0	4
2024.02.22	07:13:00	1.08318	1.08323	1.08317	1.08320	55	0	4
